date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:03:23	42077/42077	---MCZ	200	added ('OK')	text/html	date:Mon,%2017%20Jan%202022%2020:03:23%20GMT	https://uniwebsidad.com/libros/css	C:/Users/nadad/Desktop/webCss/webCss/uniwebsidad.com/libros/css.html	(from )
21:03:23	101/101	---M-Z	200	added ('OK')	text/plain	etag:%2293-575243fbfc57d-gzip%22	https://uniwebsidad.com/robots.txt		(from )
21:03:26	35975/35975	---MCZ	200	added ('OK')	text/html	date:Mon,%2017%20Jan%202022%2020:03:24%20GMT	https://uniwebsidad.com/libros/css/capitulo-1	C:/Users/nadad/Desktop/webCss/webCss/uniwebsidad.com/libros/css/capitulo-1.html	(from https://uniwebsidad.com/libros/css)
21:03:26	37668/37668	---MCZ	200	added ('OK')	text/html	date:Mon,%2017%20Jan%202022%2020:03:25%20GMT	https://uniwebsidad.com/libros/css/capitulo-1/breve-historia-de-css	C:/Users/nadad/Desktop/webCss/webCss/uniwebsidad.com/libros/css/capitulo-1/breve-historia-de-css.html	(from https://uniwebsidad.com/libros/css)
21:03:28	37917/37917	---MCZ	200	added ('OK')	text/html	date:Mon,%2017%20Jan%202022%2020:03:26%20GMT	https://uniwebsidad.com/libros/css/capitulo-1/soporte-de-css-en-los-navegadores	C:/Users/nadad/Desktop/webCss/webCss/uniwebsidad.com/libros/css/capitulo-1/soporte-de-css-en-los-navegadores.html	(from https://uniwebsidad.com/libros/css)
21:03:29	35882/35882	---MCZ	200	added ('OK')	text/html	date:Mon,%2017%20Jan%202022%2020:03:26%20GMT	https://uniwebsidad.com/libros/css/capitulo-1/especificacion-oficial	C:/Users/nadad/Desktop/webCss/webCss/uniwebsidad.com/libros/css/capitulo-1/especificacion-oficial.html	(from https://uniwebsidad.com/libros/css)
21:03:31	42398/42398	---MCZ	200	added ('OK')	text/html	date:Mon,%2017%20Jan%202022%2020:03:28%20GMT	https://uniwebsidad.com/libros/css/capitulo-1/funcionamiento-basico-de-css	C:/Users/nadad/Desktop/webCss/webCss/uniwebsidad.com/libros/css/capitulo-1/funcionamiento-basico-de-css.html	(from https://uniwebsidad.com/libros/css)
21:03:31	47849/47849	---MCZ	200	added ('OK')	text/html	date:Mon,%2017%20Jan%202022%2020:03:29%20GMT	https://uniwebsidad.com/libros/css/capitulo-1/como-incluir-css-en-un-documento-xhtml	C:/Users/nadad/Desktop/webCss/webCss/uniwebsidad.com/libros/css/capitulo-1/como-incluir-css-en-un-documento-xhtml.html	(from https://uniwebsidad.com/libros/css)
21:03:33	36641/36641	---MCZ	200	added ('OK')	text/html	date:Mon,%2017%20Jan%202022%2020:03:31%20GMT	https://uniwebsidad.com/libros/css/capitulo-1/glosario-basico	C:/Users/nadad/Desktop/webCss/webCss/uniwebsidad.com/libros/css/capitulo-1/glosario-basico.html	(from https://uniwebsidad.com/libros/css)
21:03:33	50205/50205	---MC-	200	added ('OK')	text/javascript	date:Tue,%2002%20Nov%202021%2017:39:06%20GMT	https://www.google-analytics.com/analytics.js	C:/Users/nadad/Desktop/webCss/webCss/www.google-analytics.com/analytics.js	(from https://uniwebsidad.com/libros/css)
